Symbol,Price,Name,Country,52W Low,52W High,Wall Street Ratings,Market Cap,EV,Shares Outstanding,Institutional Shares,Insider %,Total Debt,Total Cash,Industry,Business Summary
RECEF,0.22,Recce Pharmaceuticals Ltd,Australia,0.22,0.6,-,116383920,116442390,289183420,42919822,0.2479885102127328,7087170,7032670.132947216,Biotechnology,"Recce Pharmaceuticals Ltd, discovers, develops, and commercializes synthetic antiinfectives in Australia, the United Kingdom, and the United States. The company's lead candidate is RECCE 327 (R327) for the treatment of life-threatening bacterial infections. In addition, its product pipeline comprises R327 Intravenous, which is in Phase I and Phase I/II clinical trial for the treatment of urinary tract infections/urosepsis; and R327 Topical Gel, which is Phase II clinical trial for the treatment of acute bacterial skin and skin structure infections, as well as is in Phase I/II clinical trials for topical wound infections and diabetic foot infections. The company has strategic partnership with Murdoch Children's Research Institute for development of the Acinetobacter baumannii and Mycobacterium abscessus; and cooperative research and development agreement with the United States Army Medical Research Institute of Infectious Diseases (USAMRIID) to be tested against highly hazardous pathogens. The company was formerly known as Recce Limited and changed its name to Recce Pharmaceuticals Ltd in November 2017. Recce Pharmaceuticals Ltd was incorporated in 2007 and is headquartered in Sydney, Australia."
RFL,1.26,"Rafael Holdings, Inc.",United States,1.12,3.19,-,65738756,24862756,51762800,4066584,0.4007899804340187,664000,45539000,Real Estate Services,"Rafael Holdings, Inc. primarily engages in holding interests in clinical and early-stage pharmaceutical companies, and medical devices in the United States and Israel. It operates in three segments, Healthcare, Infusion Technology, and Real Estate. The company engages in the development and commercialization of therapies that exploit the metabolic differences between normal cells and cancer cells. Its lead drug candidate is Trappsol Cyclo, which is in phase 3 clinical trial being evaluated for the potential treatment of Niemann-Pick Disease Type C1 (""NPC1""), a rare, fatal and progressive genetic disorder; and CPI-613 (devimistat), a stable analog of normally transient, acylated catalytic intermediates of lipoate, which is in phase II of clinical trial. The company is also involved in developing Promitil, a molecule designed for the targeted delivery of mitomycin-C in a proprietary prodrug form, completed Phase 1A and 1B clinical studies targeting patients with advanced cancers. In addition, it engages in the development of surgical and procedural devices, including orthopedic arthroscopy instrument for Carpal Tunnel syndrome. Rafael Holdings, Inc. was incorporated in 2017 and is headquartered in Newark, New Jersey."
RGC,26.51,Regencell Bioscience Holdings Limited,Hong Kong,0.105,83.6,-,12792429000,12788076000,494488900,839342,0.8855529596631518,544415,4897015,Drug Manufacturers - Specialty & Generic,"Regencell Bioscience Holdings Limited operates as a Traditional Chinese medicine (TCM) bioscience company in Hong Kong. It focuses on the research, development, and commercialization of TCM for the treatment of neurocognitive disorders and degeneration, primarily for attention deficit hyperactivity disorder and autism spectrum disorder. The company was incorporated in 2014 and is headquartered in Causeway Bay, Hong Kong."
RHHBF,480.525,Roche Holding AG,Switzerland,288.898,500.01,-,385640820000,413796730000,795617660,284192192,0.09278791540917036,41905880000,19548587442.24797,Drug Manufacturers - General,"Roche Holding AG engages in the pharmaceuticals and diagnostics businesses in Europe, North America, Latin America, Asia, Africa, Australia, and New Zealand. The company offers pharma solutions in the therapeutic areas of anaemia, blood and solid tumors, dermatology, haematology, infectious diseases, inflammatory and autoimmune, neurological disorders, ophthalmology, respiratory disorders, and transplantation. It also provides in vitro tests for the diagnosis of various diseases, such as cancer, diabetes, Covid-19, hepatitis, human papillomavirus, and others; diagnostic instruments; and digital health solutions. The company was founded in 1896 and is based in Basel, Switzerland."
RHHVF,473.064,Roche Holding AG,Switzerland,277,490.33,-,385640820000,413796730000,795617660,284192192,0.09278791540917036,41905880000,19548587442.24797,Drug Manufacturers - General,"Roche Holding AG engages in the pharmaceuticals and diagnostics businesses in Europe, North America, Latin America, Asia, Africa, Australia, and New Zealand. The company offers pharma solutions in the therapeutic areas of anaemia, blood and solid tumors, dermatology, haematology, infectious diseases, inflammatory and autoimmune, neurological disorders, ophthalmology, respiratory disorders, and transplantation. It also provides in vitro tests for the diagnosis of various diseases, such as cancer, diabetes, Covid-19, hepatitis, human papillomavirus, and others; diagnostic instruments; and digital health solutions. The company was founded in 1896 and is based in Basel, Switzerland."
RICFY,13.64,Recordati Industria Chimica e Farmaceutica S.p.A.,Italy,12.4,16.42,-,11583425000,13989937000,204565010,52039028,8.894483198629208e-05,2952373800,553489081.9441184,Drug Manufacturers - General,"Recordati Industria Chimica e Farmaceutica S.p.A., together with its subsidiaries, researches, develops, produces, and sells pharmaceuticals in Italy, the United States, Spain, France, Germany, Russia, Ukraine, Turkey, Portugal, North Africa, and internationally. It operates through Specialty and Primary Care; and Rare Diseases segments. The company develops REC 0545 for acute decompensation in maple syrup urine diseases; Isturia for endogenous Cushing's syndrome; Cystadrops for corneal cystine crystal deposits; Carbaglu for hyperammonemia due to n-acetyl glutamate synthase deficiency; Qarziba for neuroblastoma patients and patients with relapsed or refractory neuroblastoma; and Fortivda for renal cell carcinoma. It also develops Sylvant for idiopathic multicentric castleman diseases; Caphosol for oral mucositis; ENJAYMO for hemolysis in adults with cold agglutinin disease; Zanidip, Zanipress, and Logimax for hypertension; Urorec and Avodart for symptoms of benign prostatic hyperplasia; and Livazo for dyslipidemia; Seloken for angina pectoris, myocardial infarction and cardiac rhythm disorders, as well as hypertension and functional heart disorders. In addition, the company offers Procto-Glyveno for internal and external hemorrhoids; Polydexa, Isofra, and Otofa for ear, nose and throat infections; Tergynan, an anti-infective for gynecological infections; CitraFleet and Phosphosoda as bowel cleansers; Lomexin for gynecological and dermatological infections; Hexaspray, a throat spray; Magnesio Supremo, a dietary supplement; Reaglia for schizophrenia; Eligard for hormone-dependent prostate cancer; REC 0559 for neurotrophic keratitis; and pasireotide in Phase II trial for patients with post-bariatric hypoglycemia, as well as other products. Recordati Industria Chimica e Farmaceutica S.p.A. was founded in 1926 and is headquartered in Milan, Italy."
RPGLF,0.125,Regent Pacific Group Limited,Hong Kong,0.0007,0.4333,-,36553856,38181340,291815780,-,0.6846467508738098,1769000,147000,Drug Manufacturers - Specialty & Generic,"Regent Pacific Group Limited, an investment holding company, focuses on healthcare and life sciences sectors in Europe, the United States, and the Asia Pacific. The company operates through Biopharma and Corporate Investment segments. It is involved in the research, development, manufacturing, marketing, and sale of pharmaceutical products for the treatment and management of urological disorders; and development of AI system for the field of biological aging clocks, at the molecular, cellular, tissue, organ, system, physiological, and psychological levels. The company also invests in listed and unlisted corporate entities. In addition, it provides management services. The company was formerly known as Endurance RP Limited and changed its name to Regent Pacific Group Limited in July 2023. Regent Pacific Group Limited was founded in 1991 and is headquartered in Central, Hong Kong."
RVMDW,2.02,"Revolution Medicines, Inc. WT EXP 121726",United States,0.0305,3.5899,-,20265716000,18749178000,193319800,186283351,0.02249684756456272,414970000,1931508000,,"Revolution Medicines, Inc., a clinical-stage precision oncology company, develops novel targeted therapies for RAS-addicted cancers. The company's research and development pipeline consist of RAS(ON) inhibitors that binds RAS variants to be used as monotherapy in combination with other RAS(ON) inhibitors and/or in combination with RAS companion inhibitors or other therapeutic agents, and RAS companion inhibitors to suppress cooperating targets and pathways that sustain RAS-addicted cancers. Its RAS(ON) inhibitors include daraxonrasib (RMC-6236), elironrasib G12C (RMC-6291), and zoldonrasib G12D (RMC-9805), which are in phase 1 clinical trial; and development candidates comprise RMC-5127 (G12V), RMC-0708 (Q61H), and RMC-8839 (G13C). The company's RAS companion inhibitors include RMC-4630 that is in phase 2 clinical trial; RMC-5552, a selective inhibitor of mTORC1 signaling in tumors, which is in phase 1 clinical trial; and RMC-5845 that targets SOS1. Revolution Medicines, Inc. was incorporated in 2014 and is headquartered in Redwood City, California."
SAVAW,-,"Cassava Sciences, Inc. WT EXP 111524",United States,-,-,-,118354344,12274345,48307896,13824461,0.1101999143162849,-,106080000,,"Cassava Sciences, Inc., a clinical stage biotechnology company, develops drugs for neurodegenerative diseases. Its lead therapeutic product candidate is simufilam, a small molecule drug, which is completed Phase 2 clinical trial; and investigational diagnostic product candidate is SavaDx, a blood-based biomarker/diagnostic to detect Alzheimer's disease. Cassava Sciences, Inc. was formerly known as Pain Therapeutics, Inc. and changed its name to Cassava Sciences, Inc. in March 2019. The company was incorporated in 1998 and is based in Austin, Texas."
SBHMY,15.89,Sino Biopharmaceutical Limited,Hong Kong,8.06,20.16,-,14601151000,15236579000,17876722000,2990794742,0.5076161108620055,1668911000,2767110652.019152,Biotechnology,"Sino Biopharmaceutical Limited, an investment holding company, operates as a research and development pharmaceutical conglomerate in the People's Republic of China. It operates through three segments: Modernised Chinese Medicines and Chemical Medicines, Investment, and Others. The company offers oncology medicines, including anlotinib hydrochloride capsules under Focus V brand, penpulimab injection under Annike brand, efbemalenograstin alfa injection under Yilishu brand, benmelstobart injection under Andewei brand, unecritinib fumarate capsules under Anboni brand, envonalkib citrate capsule under Anluoqing brand, garsorasib tablets under Anfangning brand, bevacizumab injection under Anbeisi brand, rituximab injection under Delituo brand, trastuzumab for injection under Saituo brand, and pertuzumab injection, under Paletan brand; liver disease medications, such as magnesium isoglycyrrhizinate injection under Tianqing Ganmei brand and entecavir dispersible tablets under Runzhong brand; and respiratory system medicines comprising budesonide suspension for inhalation under Tianqing suchang brand, and colistimethate sodium for injection under Tianyun brand. It also provides surgery/analgesia medicines, including flurbiprofen cataplasms under the brand Zepolas, limaprost tablets under the brand Kailitong, and recombinant human coagulation factor VIII for injection under the brand Anhengji. In addition, the company develops liver disease drugs, such as Lanifibranor and TQA2225; respiratory system drugs comprising TDI01, TQC2731, TCR1672, TQC3721, and TQH2722; and surgery/analgesia drugs, including PL-5, an antimicrobial peptide, TRD205, an AT2R inhibitor, and TRD303, a ropivacaine sustained-release solution. Further, it is involved in the long-term investments; and healthcare and hospital business. The company was incorporated in 2000 and is headquartered in Wan Chai, Hong Kong."
SBIZF,-,SymBio Pharmaceuticals Limited,Japan,-,-,-,76689580,70909624,59476016,-1385380,0.042557071115137755,12657298,18409764.47528874,,
SBMFF,0.8399,Sino Biopharmaceutical Limited,Hong Kong,0.424,1.24,-,14601151000,15236579000,17876722000,2990794742,0.5076161108620055,1668911000,2767110652.019152,Biotechnology,"Sino Biopharmaceutical Limited, an investment holding company, operates as a research and development pharmaceutical conglomerate in the People's Republic of China. It operates through three segments: Modernised Chinese Medicines and Chemical Medicines, Investment, and Others. The company offers oncology medicines, including anlotinib hydrochloride capsules under Focus V brand, penpulimab injection under Annike brand, efbemalenograstin alfa injection under Yilishu brand, benmelstobart injection under Andewei brand, unecritinib fumarate capsules under Anboni brand, envonalkib citrate capsule under Anluoqing brand, garsorasib tablets under Anfangning brand, bevacizumab injection under Anbeisi brand, rituximab injection under Delituo brand, trastuzumab for injection under Saituo brand, and pertuzumab injection, under Paletan brand; liver disease medications, such as magnesium isoglycyrrhizinate injection under Tianqing Ganmei brand and entecavir dispersible tablets under Runzhong brand; and respiratory system medicines comprising budesonide suspension for inhalation under Tianqing suchang brand, and colistimethate sodium for injection under Tianyun brand. It also provides surgery/analgesia medicines, including flurbiprofen cataplasms under the brand Zepolas, limaprost tablets under the brand Kailitong, and recombinant human coagulation factor VIII for injection under the brand Anhengji. In addition, the company develops liver disease drugs, such as Lanifibranor and TQA2225; respiratory system drugs comprising TDI01, TQC2731, TCR1672, TQC3721, and TQH2722; and surgery/analgesia drugs, including PL-5, an antimicrobial peptide, TRD205, an AT2R inhibitor, and TRD303, a ropivacaine sustained-release solution. Further, it is involved in the long-term investments; and healthcare and hospital business. The company was incorporated in 2000 and is headquartered in Wan Chai, Hong Kong."
SDZXF,94.55,Sandoz Group AG,Switzerland,36.6816,94.55,-,36532306000,40956410000,430701660,185624860,0.0002490494232132748,5693000000,1389000000,Drug Manufacturers - Specialty & Generic,"Sandoz Group AG develops, manufactures, and markets generic pharmaceuticals and biosimilars worldwide. The company covers therapeutic areas, including cardiovascular, central nervous system, oncology, infectious diseases, pain and respiratory, diabetes, immunology, endocrinology, hematology, and ophthalmology. It also provides a portfolio of active pharmaceutical ingredients and finished dosage forms. The company was founded in 1886 and is headquartered in Basel, Switzerland."
SENOF,-,Sensorion SA,France,-,-,-,116728990,51347996,300347230,34830515,0,1824499.4,67213191.99057715,,
SEOVF,0.1013,Sernova Biotherapeutics Inc,Canada,0.0867,0.165,-,34644980,37935204,339105060,150000,0.04053825666730465,3403562,188944.4226587288,Biotechnology,"Sernova Biotherapeutics Inc operates as a clinical-stage biotechnology company in Canada. The company develops regenerative medicine therapeutics comprising proprietary Cell Pouch, a bio-hybrid organ system to replicate natural body functions. Its Cell Pouch creates vascularized organs for the longevity and functionality of therapeutic cells and ensures containment for retrievability. Sernova Biotherapeutics Inc was formerly known as Sernova Corp. and changed its name to Sernova Biotherapeutics Inc in February 2025. Sernova Biotherapeutics Inc is based in Mississauga, Canada."
SGIOF,23.105,"Shionogi & Co., Ltd.",Japan,13.45,26,-,19816290000,18580910000,850975940,517629189,0.0005076524285025757,145560530,1376469236.220623,Drug Manufacturers - Specialty & Generic,"Shionogi & Co., Ltd. engages in the research, development, manufacture, and distribution of pharmaceuticals, diagnostic reagents, and medical devices in Japan and internationally. The company was formerly known as Shionogi Shoten Co., Ltd. and changed its name to Shionogi & Co., Ltd. in 1943. The company was founded in 1878 and is headquartered in Osaka, Japan."
SHIEF,0.1413,Shield Therapeutics plc,United Kingdom,0.0331,0.1512,-,140550580,156544210,1067997000,345077917,0.0170285503868861,27048000,10814000,Drug Manufacturers - Specialty & Generic,"Shield Therapeutics plc, a commercial stage specialty pharmaceutical company, focuses on development and commercialization of clinical-stage pharmaceuticals to treat unmet medical needs. Its lead product is Accrufer/Feraccru, a non-salt based oral therapy for adults to treat the iron deficiency with or without anemia. Shield Therapeutics plc was incorporated in 2008 and is based in Gateshead, the United Kingdom."
SNYNF,95.32,Sanofi,France,90.05,122.028,-,114638740000,129936120000,1207539500,590273737,0.00012435286950471852,23882754000,9015507518.796993,Drug Manufacturers - General,"Sanofi engages in the research, development, manufacture, and marketing of therapeutic solutions. It provides immunology and inflammation, rare diseases neurology, oncology, and other vaccines. It also offers poliomyelitis, pertussis, and haemophilus influenzae type b (Hib) pediatric vaccines; respiratory syncytial virus protection and hexavalent combination vaccines protecting against diphtheria, tetanus, pertussis, polio, Hib, and hepatitis B; influenza, COVID-19 vaccine Nuvaxovid, booster, meningitis, and travel and endemic vaccines, that includes hepatitis A, typhoid, yellow fever, and rabies vaccines. It has a collaboration and license agreement with Exscientia to develop up to 15 novel small-molecule for oncology and immunology; ABL Bio, Inc. to develop ABL301 for treatment of alpha-synucleinopathies; and Innate Pharma SA for a natural killer cell engager program targeting B7-H3. Further, it has a collaboration agreements with Atomwise to use ATOMNET platform and Insilico Medicine to use Pharma.AI, a medicine's AI platform; Kymera Therapeutics, Inc. to develop and commercialize protein degrader therapies targeting IRAK4 in patients with immune-inflammatory diseases; Nurix Therapeutics, Inc. to develop novel targeted protein degradation therapies; Denali Therapeutics Inc. to treat a range of systemic inflammatory diseases, such as ulcerative colitis; and Adagene Inc. for the discovery and development of antibody-based therapies. Additionally, it has a collaboration with Scribe Therapeutics Inc. to develop genome editing technologies; Teva Pharmaceuticals to co-develop and co-commercialize TEV'574, which is used for treatment of ulcerative colitis and Crohn's disease; and co-promotion service agreement with Provention Bio, Inc. for the commercialization of teplizumab. The company was formerly known as Sanofi-Aventis and changed its name to Sanofi in May 2011. Sanofi was incorporated in 1994 and is headquartered in Paris, France."
SPHRF,0.3249,Starpharma Holdings Limited,Australia,0.0597,0.392,-,136384400,124057910,419915680,96085411,0.06139423397775032,527123.5,12175885.76766531,Biotechnology,"Starpharma Holdings Limited, a biopharmaceutical company, engages in the research, development and commercialization of dendrimer technology for pharmaceutical, healthcare applications, life science, and other applications in Australia and internationally. The company's products include VivaGel BV, a non-antibiotic vaginal gel for the treatment of bacterial vaginosis (BV) and prevention of recurrent BV; VIRALEZE, an antiviral nasal spray; and VivaGel condom, an antiviral condom coating. It also involved in the development of a dendrimer-enhanced product (DEP) delivery platform, consisting of DEP SN38 for the treatment of ovarian and colorectal cancer that is in Phase II clinical trial; DEP cabazitaxel for prostate and ovarian cancer treatment that is in Phase II clinical trial; and DEP docetaxel to treat pancreatic and other cancers that is in Phase II clinical trial. In addition, the company is developing DEP HER2 radiodiagnostic and DEP HER2 ADC to treat solid tumors; DEP technology for antibody-drug conjugates; SPL7013 for vaginal gel, a treatment of bacterial vaginosis and prevention of recurrent BV, and an antiviral condom; and DEP HER2 radiodiagnostic. It has a collaboration agreement with Medicxi to develop petalion therapeutics, a novel cancer therapy using Starpharma's dendrimer technology. Starpharma Holdings Limited was incorporated in 1997 and is headquartered in Abbotsford, Australia."
SPHRY,3.35,Starpharma Holdings Limited,Australia,0.4677,3.6,-,136384400,124057910,419915680,96085411,0.06139423397775032,527123.5,12175885.76766531,Biotechnology,"Starpharma Holdings Limited, a biopharmaceutical company, engages in the research, development and commercialization of dendrimer technology for pharmaceutical, healthcare applications, life science, and other applications in Australia and internationally. The company's products include VivaGel BV, a non-antibiotic vaginal gel for the treatment of bacterial vaginosis (BV) and prevention of recurrent BV; VIRALEZE, an antiviral nasal spray; and VivaGel condom, an antiviral condom coating. It also involved in the development of a dendrimer-enhanced product (DEP) delivery platform, consisting of DEP SN38 for the treatment of ovarian and colorectal cancer that is in Phase II clinical trial; DEP cabazitaxel for prostate and ovarian cancer treatment that is in Phase II clinical trial; and DEP docetaxel to treat pancreatic and other cancers that is in Phase II clinical trial. In addition, the company is developing DEP HER2 radiodiagnostic and DEP HER2 ADC to treat solid tumors; DEP technology for antibody-drug conjugates; SPL7013 for vaginal gel, a treatment of bacterial vaginosis and prevention of recurrent BV, and an antiviral condom; and DEP HER2 radiodiagnostic. It has a collaboration agreement with Medicxi to develop petalion therapeutics, a novel cancer therapy using Starpharma's dendrimer technology. Starpharma Holdings Limited was incorporated in 1997 and is headquartered in Abbotsford, Australia."
SRIMF,-,StemRIM,Japan,-,-,-,117011330,76027230,62681080,2697243,0.47197177317257094,-,41456682.69449149,,
SRNM.F,-,Sirnaomics Ltd.,Hong Kong,-,-,-,97239140,83551030,106398780,-,0.20758723304254179,7211000,6872000,,
SYMQY,0.5579,SymBio Pharmaceuticals Limited,Japan,0.5579,1.31,-,76689580,70909624,59476016,-1385380,0.042557071115137755,12657298,18409764.47528874,Drug Manufacturers - Specialty & Generic,"SymBio Pharmaceuticals Limited engages in the and development, manufacturing and sales of pharmaceuticals and other related operations in Japan and internationally. It offers SyB V-1901, an antiviral drug for post-transplant infections, blood cancers and solid tumors, and neurodegenerative diseases; SyB L-1701, an RTD liquid formulation; SyB L-1702, an RI administration under the TREAKISYM name; and C-1101, an antiviral drug BCV injectable and oral formulations against double-stranded DNA viruses. The company was incorporated in 2005 and is based in Minato, Japan."
TEVJF,28.36,Teva Pharmaceutical Industries Limited,Israel,13.729,32.84,-,39504544000,53182546000,1164638700,817594941,0.0038178364174195826,17230000000,3556000000,Drug Manufacturers - Specialty & Generic,"Teva Pharmaceutical Industries Limited develops, manufactures, markets, and distributes generic and other medicines, and biopharmaceutical products in the United States, Europe, Israel, and internationally. It offers generic medicines in various dosage forms, such as tablets, capsules, injectables, inhalants, liquids, transdermal patches, ointments, and creams; sterile products, hormones, high-potency drugs, and cytotoxic substances in parenteral and solid dosage forms; and generic products with medical devices and combination products. The company also focuses on the central nervous system (CNS), respiratory, and oncology areas. It provides active pharmaceutical ingredients, as well as contract manufacturing services; and operates an out-licensing platform that offers a portfolio of products to other pharmaceutical companies. The company also offers BENDEKA and TREANDA injections for the treatment of chronic lymphocytic leukemia and indolent b-cell non-hodgkin's lymphoma; COPAXONE to treat patients with relapsing forms of multiple sclerosis; AJOVY for the preventive treatment of migraine in adults; AUSTEDO to treat neurodegenerative and movement disorders  chorea associated with Huntington's disease and tardive dyskinesia; UZEDY for the treatment of schizophrenia; ProAir RespiClick inhalation powder; QVAR RediHaler to treat asthma; BRALTUS, a long-acting muscarinic antagonist; CINQAIR/CINQAERO injection; DuoResp Spiromax budesonide and formoterol powder inhaler; and AirDuo RespiClick fluticasone propionate and salmeterol inhalation powder. The company offers its OTC products under the SUDOCREM, NasenDuo, DICLOX FORTE, OLFEN Max, and FLEGAMINA brand names. It has collaboration agreements with MedinCell S.A.; Sanofi; Alvotech; and Biolojic Design Ltd., as well as license agreement with MODAG GmbH. The company was founded in 1901 and is based in Tel Aviv-Yafo, Israel."
THOXF,0.149,BioPorto A/S,Denmark,0.149,0.288,-,74828210,71793300,495095870,776578,0.004289324665708645,1311046.4,4339695.640959505,Diagnostics & Research,"BioPorto A/S, an in-vitro diagnostics company, focuses on developing biomarker tests to help clinicians detect the onset of disease states for management and therapies in Europe, North America, Asia, and internationally. It offers ProNephro AKI (NGAL), a test for pediatric acute kidney injury (AKI); NGAL Test, a particle-enhanced turbidimetric immunoassay for the quantitative determination of neutrophil gelatinase-associated lipocalin (NGAL) in human urine, EDTA plasma, or heparin plasma on automated clinical chemistry analyzers to diagnose acute kidney injury; and antibodies to develop diagnostic immunoassays within disease areas, including immunodeficiency, allergy, coagulation, diabetes, kidney, and cardiovascular disease. The company also provides ready-to-use enzyme-linked immunosorbent assay (ELISA) kits to quantify NGAL in urine, plasma, and serum; and generic Rapid Assay Device (gRAD) for custom lateral flow assays. BioPorto A/S was founded in 1917 and is based in Hellerup, Denmark."
TKPHF,37,Takeda Pharmaceutical Company Limited,Japan,26.1,39.2,-,58958164000,89546140000,1579689700,735341849,0.000671262854630776,34616610000,4181454264.535942,Drug Manufacturers - Specialty & Generic,"Takeda Pharmaceutical Company Limited engages in the research, development, manufacture, marketing, and out-licensing of pharmaceutical products in Japan and internationally. It offers pharmaceutical products in the areas of gastroenterology, rare diseases, plasma-derived therapies, immunology, oncology, and neuroscience. The company provides its products under the Entyvio, Gattex/Revestive, Takecab/Vocinti, EOHILIA, Alofisel, Dexilant, Pantoloc/Controloc, Adynovate/Adynovi, Feiba Fiber, Recombinate, Hemofil, Immunate, Immunine, Takhzyro, Livtencity, ADZYNMA, Elaprase, Replagal, Advate, Flexbumin, Vpriv, Gammagard Liquid/Kiovig, Hyqvia, Cuvitru, Exkivity, FRUZAQLA, Ninlaro, Velcade, Azilva, Iclusig, Leuplin/Enantone, Adcetris, vyvanse/elvanse, Trintellix, QDENGA, and Alunbrig brands. It has in-licensing agreements with BioMarin, Luxna Biotech, GlaxoSmithKline, Halozyme, and Kamada; collaborations with Neurocrine Biosciences, Inc., Seagen Inc., Anima Biotech, Denali Therapeutics, KSQ Therapeutics, Noile-Immune Biotech, Center for iPS Cell Research Institute, Kyoto University (CiRA), and Charles River Laboratories; licensing agreement with Mirum Pharmaceuticals, UCSD/Fortis Advisors, PeptiDream, MD Anderson Cancer Center, and Teva Pharmaceutical Industries; collaboration and licensing agreement with Arrowhead Pharmaceuticals Inc., Engitix, Genevant Sciences Corporation, Sosei, Zedira/Dr. Falk Pharma, Exelixi GlaxoSmithKline, Heidelberg Pharma, HUTCHMED, KM Biologics, and Ovid Therapeutics Inc.; and collaboration with ZEDIRA GmbH and Dr. Falk Pharma GmbH. It has research collaboration and licensing agreement with Crescendo Biologics. The company was founded in 1781 and is headquartered in Tokyo, Japan."
TRYPF,-,Tryp Therapeutics Inc.,Canada,-,-,-,39884164,37747436,1613941100,117277153,0.2495206635956935,-,1991738.186126102,,
TSUBF,-,Tsubota Laboratory Incorporated,Japan,-,-,-,42195136,35090024,25794300,305400,0.8215458453999527,477465.84,7548780.877104496,,
TTRX,3.48,Turn Therapeutics Inc.,United States,2.5701,26.5,5,98641360,95626376,29445184,483602,0.5947439348568491,91173,3106157,Biotechnology,"Turn Therapeutics Inc., operates as a pharmaceuticals company that develops drugs to treat diseases of the skin, nails, and eye. The company's delivery technology penetrates the skin and nails and reduces antibiotic resistance through acute and chronic wound care products, enabling healthcare institutions to care for a variety of skin conditions, ranging from acute to chronic wounds, skin conditions, and dermatoses. The company was formerly known as Global Health Solutions, Inc and change its name to Turn Therapeutics Inc. in September 2025. Turn Therapeutics Inc. was incorporated in 2015 and is based in Westlake Village, California."
TVRD,3.85,"Tvardi Therapeutics, Inc.",United States,3.5,43.65,4,35086224,-1145774,9381344,3660372,0.14773426920492422,228000,36460000,Biotechnology,"Tvardi Therapeutics, Inc., a clinical-stage biopharmaceutical company, engages in the development of novel, oral, and small molecule therapies targeting STAT3 to treat fibrosis-driven diseases with significant unmet need in the United States. The company's lead product candidates include TTI-101, which is in Phase 2 clinical development stage for fibrosis-driven diseases with an initial focus on idiopathic pulmonary fibrosis (IPF), and hepatocellular carcinoma (HCC); and TTI-109, an oral, small molecule STAT3 inhibitor which is in pre-clinical stage. Tvardi Therapeutics, Inc. was founded in 2017 and is based in Sugar Land, Texas."
TXMD,2.25,"TherapeuticsMD, Inc.",United States,0.72,2.95,-,26042314,25410314,11574362,1557657,0.01621402544693176,6483000,7115000,Drug Manufacturers - Specialty & Generic,"TherapeuticsMD, Inc. operates as a pharmaceutical royalty company in the United States. It has a license agreement with Mayne Pharma to commercialize the IMVEXXY, BIJUVA, and ANNOVERA prescription prenatal vitamin products sold under the BocaGreenMD and vitaMedMD brand names. The company sells its prescription pharmaceutical products and prenatal vitamin products through wholesale distributors and retail pharmacy distributors. TherapeuticsMD, Inc. was founded in 2008 and is headquartered in Boca Raton, Florida."
TXTM,0.008,"ProText Mobility, Inc.",United States,0.0001,0.0092,-,78637480,-,8791221000,-,-,-,-,Biotechnology,"ProText Mobility, Inc., a biotech company, engages in the development of pharmaceutical botanical medicines. Its medicines are formulated with highly-bioavailable plant extracts. The company is based in Fort Lauderdale, Florida."
TYPTF,0.0122,Entropy Neurodynamics Limited,Canada,0.0061,0.03425,-,39884164,37747436,1613941100,117277153,0.2495206635956935,-,1991738.186126102,Biotechnology,"Entropy Neurodynamics Limited, a clinical-stage pharmaceutical development company, focuses on developing formulations for the administration of psilocin in combination with psychotherapy to treat diseases with unmet medical needs in Australia, Canada, Switzerland, and the United States. The company's lead program candidate is TRP-8803, a formulation of IV-infused psilocin that completed Phase 2 clinical trial for the treatment of binge eating disorder, fibromyalgia, irritable bowel syndrome, abdominal pain, and visceral tenderness. It is also involved in the development of TRP-8802, a synthetic and oral psilocybin currently under phase 2a clinical trial for the treatment of binge eating, as well as under phase 2 clinical stage for the treatment of fibromyalgia and irritable bowel syndrome. The company was formerly known as Tryptamine Therapeutics Limited and changed its name to Entropy Neurodynamics Limited in November 2025. Entropy Neurodynamics Limited was founded in 2019 and is based in Camberwell, Australia."
UCBJF,310.6125,UCB SA,Belgium,150.7,345.39,-,60617093000,62109260000,189996210,60756375,0,3389870300,1897526501.766784,Biotechnology,"UCB SA, a biopharmaceutical company, develops products and solutions for people with neurology and immunology diseases worldwide. The company's primary products include Cimzia for inflammatory TNF-mediated diseases, as well as ankylosing spondylitis (AS), axial spondyloarthritis, Crohn's disease, non-radiographic axial spondyloarthritis, plaque psoriasis, psoriatic arthritis, and rheumatoid arthritis; Vimpat, Keppra, and Briviact for epilepsy; and Neupro for Parkinson's disease and restless legs syndrome. It also provides Nayzilam, a nasal spray rescue treatment for epilepsy seizure clusters; and Zyrtec and Xyzal for allergies. In addition, the company offers Evenity for the treatment of osteoporosis in postmenopausal women; Bimzelx to treat plaque psoriasis, psoriatic arthritis, hidradenitis suppurativa, and axial spondyloarthritis; Fintepla for the treatment of Dravet/Lennox-Gastaut syndrome; and RYSTIGGO and ZILBRYSQ to treat people living with generalized myasthenia gravis. Further, it develops doxecitine/doxribtimine for TK2 deficiency disorder; fenfluramine to treat CDKL5 deficiency disorder; dapirolizumab pegol for systemic lupus erythematosus; STACCATO alprazolam for treating stereotypical prolonged seizures; bepranemab to treat Alzheimer's disease; UCB0222 for the treatment of Parkinson's disease; and UCB9741 and UCB1381 for atopic dermatitis. Additionally, it engages in the contract manufacturing activities. The company was incorporated in 1925 and is headquartered in Brussels, Belgium."
