Symbol,Price,Name,Country,52W Low,52W High,Wall Street Ratings,Market Cap,EV,Shares Outstanding,Institutional Shares,Insider %,Total Debt,Total Cash,Industry,Business Summary
CNBRF,-,CANbridge Pharmaceuticals Inc.,China,-,-,-,172511140,177134030,511228220,70367980,0.08329258473623348,4880861,372665.1125783442,,
DVYSF,-,Devyser Diagnostics AB (publ),Sweden,-,-,-,168335820,165507790,16653657,8225842,0.2962409397527522,5637223.5,8417819.274307946,,
DYMDF,0.73,Diamyd Medical AB (publ),Sweden,0.73,0.73,-,239692620,213932590,137499730,39275209,0.1235476161650158,-,24700335.57331345,,
EAPIF,2.54,Euroapi S.A.,France,2.46,3.741,-,239519680,259423100,95213550,20524223,8.736150974132297e-05,80565370,60659599.52885748,Drug Manufacturers - Specialty & Generic,"Euroapi S.A. develops, manufactures, markets, and distributes active pharmaceutical ingredients and intermediates used in the formulation of medicines for human and veterinary use in France, Europe, Rest of Europe, North America, the Asia Pacific, and internationally. The company offers contract development manufacturing organization for different classes of tides that uses solid phase chemistry; particle engineering; microbial fermentation; small molecules synthesis; prostaglandins; steroids and hormones; and opiates and controlled substances. It provides their products to pharmaceutical, generic drug manufacturers, animal health product manufacturers, consumer health, nutrition and cosmetic product companies, biotech companies, and distribution companies, as well as contract development and manufacturing organization. The company has a strategic alliance with Abolis Biotechnologies SAS for the development of microbial strains for the synthesis of key intermediates and 20 active ingredients. Euroapi S.A. was incorporated in 2020 and is based in Paris, France."
HRTDF,-,Heartseed Inc.,Japan,-,-,-,275675620,228594640,22858200,899111,0.318205283005661,5775.208,47629627.46663032,,
HTTIF,0.36,"HighTide Therapeutics, Inc.",China,0.3358,0.4883,-,186948530,145799710,571325700,27795654,0.02745303226950413,13885453,62196289.73045408,Biotechnology,"HighTide Therapeutics, Inc., a clinical-stage biopharmaceutical company, focuses on the development of therapies to treat patients with chronic metabolic and liver diseases in Mainland China. Its lead drug candidate is HTD1801, which is in phase III clinical trial to treat type 2 diabetes mellitus (T2DM); in phase IIb clinical trial to treat metabolic dysfunction-associated steatohepatitis (MASH); in phase II clinical trial to treat severe hypertriglyceridemia; and in phase II clinical trial to treat primary sclerosing cholangitis, as well as in phase II clinical trial to treat primary biliary cholangitis. The company is also developing HTD4010, a polypeptide drug, which is in phase I clinical trial for the treatment of alcoholic hepatitis; HTD1804 that is in preclinical trial to treat obesity; HTD1805, a multifunctional small molecule drug, which is in preclinical trial for the treatment of metabolic diseases; HTF1057 a preclinical-stage a drug candidate for the treatment of neurodegenerative diseases; HTF1037 a preclinical-stage for the treatment of obesity and comorbidities; and HTD2802 that is in preclinical trial for treating inflammatory bowel disease. HighTide Therapeutics, Inc. was founded in 2011 and is headquartered in Shenzhen, China."
KBBTF,-,"Kubota Pharmaceutical Holdings Co., Ltd.",Japan,-,-,-,158428560,146263260,115404104,3717019,0.3818924424531499,134074.78,12249423.79763645,,
BXPHF,0.04515,Botanix Pharmaceuticals Limited,Australia,0.03,0.34,-,87702780,42691964,2218097400,438511773,0.08240147290960154,801473.6,42758049.88811373,Biotechnology,"Botanix Pharmaceuticals Limited operates as a commercial dermatology company in Australia and the United States. The company's lead product is Sofdra (sofpironium) topical gel, a prescription anticholinergic medicine used on the skin to treat underarm sweating in adults and children 9 years of age and older. Its product pipeline includes BTX 1503, a transdermal gel formulation for the treatment of serious acne in adults and teenagers; BTX 1801 for treating staphylococcus aureus and methicillin resistant staphylococcus aureus; BTX 1702 for the treatment of papulopustular rosacea; and BTX 1204A for treating atopic dermatitis. The company was incorporated in 1984 and is based in West Perth, Australia."
BRIBF,0.1882,Brii Biosciences Limited,China,0.1346,0.3069,-,148484270,-148308530,721533060,37644312,0.05017027335226282,1031561,289609709.7949441,Biotechnology,"Brii Biosciences Limited focuses on developing therapies for the treatment of infectious and central nervous system diseases in China and the United States. The company develops BRII-179, a recombinant protein-based HBV immunotherapeutic candidate; Elebsiran, an investigational subcutaneously administered HBV-targeting siRNA; and Tobevibart, an investigational subcutaneously administered HBV-neutralizing monoclonal antibody which are in Phase 2 of the development stage for functional cure of HBV for Hepatitis B; and BRII-732 that has completed Phase 1 clinical trial and BRII-753, which is in preclinical stage for the treatment of HIV. It also develops BRII-693 for the treatment of multi-drug resistant/extensive drug resistant (MDR/XDR) gram-negative bacterial infections, which has completed Phase 1; and Epetraborole for oral treatment for patients with chronic NTM lung disease. Brii Biosciences Limited was incorporated in 2017 and is headquartered in Beijing, China."
NRXBF,0.4735,NUREXONE BIOLOGIC INC,Canada,0.3776,0.8,-,43046812,42127920,90750620,-,0.051495777009846734,79000,983000,Biotechnology,"NurExone Biologic Inc., a pharmaceutical technology company, develops a platform for biologically guided exosome-based therapies for the treatment of central nervous system injuries. It develops and commercializes the ExoTherapy platform for production of exosome-loaded nanodrugs. The company is also developing an off-the-shelf, non-invasive, and novel treatment for the reversal or reduction of paralysis caused by spinal cord injury using membrane-bound extracellular vesicles technology, as well as to treat traumatic brain injuries and other neurological conditions. Its technology includes ExoPTEN for the treatment of acute spinal cord injury and glaucoma; and Exosomes as a drug delivery system for regeneration and healing of specific tissues. The company was founded in 2020 and is based in Toronto, Canada."
JUSHF,0.533,Jushi Holdings Inc.,United States,0.2326,0.98,5,106438290,357631300,199696590,21608590,0.1149265202551248,274366000,23173000,Drug Manufacturers - Specialty & Generic,"Jushi Holdings Inc., a vertically integrated cannabis company, engages in the cultivation, processing, retail, and distribution of cannabis for the medical and adult-use markets in the United States. The company offers flowers, extracts, concentrates, edibles, pre-rolls, infused blunts, cannabis-infused gummies and chocolates, tinctures, capsules, softgels, and topical products, as well as vaporization devices and cartridges under the Hijinks, The Bank, The Lab, Tasteology, Uncommon Kind, Nira + Medicinals, and Sèche brands. It also engages in the sale of bulk raw materials to third parties. In addition, the company operates medical cannabis dispensaries under the Beyond Hello, Nature's Remedy, and NuLeaf brands. It markets its products to local dispensaries and large multi-state operators. Jushi Holdings Inc. was founded in 2018 and is headquartered in Boca Raton, Florida."
ATGGF,0.0311,Actinogen Medical Limited,Australia,0.01,0.04,-,105106424,95758270,3461912300,147557022,0.15024869456575002,2148511.2,10862333.81597999,Biotechnology,"Actinogen Medical Limited, a biotechnology company, develops therapies for neurological and neuropsychiatric diseases associated with dysregulated brain cortisol in Australia. It develops Xanamem, an oral medication and inhibitor of the 11ß-HSD1 enzyme that achieves target engagement in the brain for the treatment of Alzheimer's disease, major depressive disorder, fragile x syndrome, and other neurological diseases. The company was formerly known as Actinogen Limited and changed its name to Actinogen Medical Limited in November 2015. Actinogen Medical Limited was incorporated in 1999 and is based in Sydney, Australia."
VRBCF,436.32,Virbac SA,France,324,436.32,-,3640816000,3861259000,8377824,1560253,0.5018078680096407,383538270,163136631.3309776,Drug Manufacturers - General,"Virbac SA manufactures and sells a range of products and services for companion and farm animals in Europe, North America, Latin America, East Asia, India, Africa, the Middle East, and the Pacific. The company offers a range of vaccines, antibiotics, parasiticides, and anti-inflammatory drugs, as well as dermatology, dental, specialty, diagnosis, nutrition, petfood, and pharmaceutical products. It serves veterinarians, farmers, and pet owners. The company was founded in 1968 and is headquartered in Carros, France."
YIHCF,0.55,"Sunshine Lake Pharma Co., Ltd.",China,0.55,0.55,-,3182218000,3294738200,576032260,16305667,5.9675478550075e-05,306183700,-,,
ZLDPF,57.08,Zealand Pharma A/S,Denmark,49.98,101.2925,-,4063842000,1746636300,70607140,26243554,0.003573958667636162,63846624,2377340630.084307,Biotechnology,"Zealand Pharma A/S, a biotechnology company, engages in the discovery, development, and commercialization of peptide-based medicines in Denmark and the United States. The company has a portfolio of medicines focusing on gastrointestinal and metabolic diseases, and other specialty disease areas with unmet medical needs. It also provides Zegalogue, a single use syringe or autoinjector for the treatment of severe hypoglycemia; and Dasiglucagon bi-hormone artificial pancreas systems containing insulin and dasiglucagon. Its pipeline includes Dasiglucagon for treating congenital hyperinsulinism. In addition, the company developing glepaglutide, a long acting GLP-2 analog, which is in Phase III clinical trials for the treatment of short bowel syndrome. The company was incorporated in 1997 and is based in Søborg, Denmark."
VEXTF,0.1774,Vext Science Inc.,United States,0.072,0.3176,5,45798404,77676950,251033870,87681419,0.2212900806418264,35064000,3702000,Drug Manufacturers - Specialty & Generic,"Vext Science, Inc., through its subsidiaries, provides integrated agricultural technology, services, and property management services in the cannabis industry in the United States. It owns and manages cultivation facilities, manufacturing units, and dispensaries; and involves in the cultivation, extraction, manufacture, and sale of THC and CBD cartridges, concentrates, and edibles. The company also engages in the retail dispensary activities; and wholesale distribution of cannabis THC and hemp CBD products under the Vapen, Pure Touch, Appalachian Pharm, Herbal Wellness, and Revibe brands. In addition, it provides management, advisory, cultivation, non-cannabis products, and dispensary services to entities in the cannabis field through operations agreements and direct sales. The company was formerly known as Vapen MJ Ventures Corporation and changed its name to Vext Science, Inc. in November 2019. Vext Science, Inc. was incorporated in 2015 and is headquartered in Phoenix, Arizona."
EMYRF,-,Emyria Limited,Australia,-,-,-,30182516,28095002,806556540,15356518,0.2336137619933643,403777.16,2349641.305778597,,
CBWTF,0.0885,Auxly Cannabis Group Inc.,Canada,0.0442,0.1357,-,124700690,150511460,1367038800,73600,0.053746839023501775,47425348,22006539.94035,Drug Manufacturers - Specialty & Generic,"Auxly Cannabis Group Inc. operates as a consumer packaged goods company in the cannabis products market in Canada. The company offers cannabis products under various forms, including milled and dried flowers, vape cartridges, infused pre-rolls, pre-rolled, all- in-one vapes, edibles, concentrates, oils, and softgels under the KOLAB PROJECT, Dosecann, BACK FORTY, Foray, and Parcel brand names. It sells its products through supply arrangements with provincial control boards and distributors, medical cannabis sales channels, and retailers, as well as to authorized wholesalers. The company was formerly known as Cannabis Wheaton Income Corp. and changed its name to Auxly Cannabis Group Inc. in June 2018. Auxly Cannabis Group Inc. was incorporated in 1987 and is headquartered in Toronto, Canada."
BIOYF,11.56,BioSyent Inc.,Canada,6.49,11.57,-,129867060,113445670,11263255,2212332,0.1396304176723336,641688.9,16813708.00244349,Drug Manufacturers - Specialty & Generic,"BioSyent Inc., together with its subsidiaries, acquires or licenses, develops, and sells pharmaceutical and other healthcare products in Canada and internationally. Its products include FeraMAX Pd Therapeutic 150 for the treatment of iron deficiency anemia; FeraMAX Pd Maintenance 45, a chewable supplement for the prevention of iron deficiency anemia; and FeraMAX Pd Powder 15, a powder form product used for preventing iron deficiency and iron deficiency anemia. It offers Tibella, a hormone replacement therapy consisting of tibolone; Inofolic, a natural health product to address polycystic ovarian syndrome symptoms; RepaGyn, a vaginal suppository for the healing of the vaginal mucosa, as well as for the treatment of vaginal dryness caused by aging, menopause, stress, and chemotherapy; and Gelclair, a gel formulated to aid the pain or oral mucositis. In addition, the company provides Cathejell, a lubricant with anesthetic with the indication of lubricating and opening the urethra before the insertion of the catheter; Combogesic to manage mild to moderate acute pain and reduction of fever in adults; and Proktis-M, a rectal suppository for the healing of the anus and rectum. The company sells its products through wholesalers and retail pharmacy chains. BioSyent Inc. was formerly known as Hedley Technologies Inc. and changed its name to BioSyent Inc. in June 2006. The company was founded in 2006 and is headquartered in Mississauga, Canada."
IMMPF,-,ImmuPharma plc,United Kingdom,-,-,-,56252532,55717150,502723940,416837419,0.007454240312553889,-,544427.3635664873,,
CANSF,0.119,Atlas Energy Corp.,Canada,0.0135,0.25,-,71197310,50688964,629439360,84209695,0.09432068653273307,-,20196916.88526357,Oil & Gas Midstream,"Atlas Energy Corp., a biotechnology company, develops, produces, and sells plant derived ingredients for consumer care, food and beverage, and pharmaceutical products in the United States. The company has licensing and development partnership with Laurus Labs to develop and commercialize active pharmaceutical ingredients and other ingredients. The company was formerly known as Willow Biosciences Inc. and changed its name to Atlas Energy Corp. in June 2025. Atlas Energy Corp. was founded in 2019 and is headquartered in Calgary, Canada."
CLDGF,-,Cleo Diagnostics Ltd,Australia,-,-,-,59912796,55351252,136862080,-,0.2991332478969614,-,6289657.703342897,,
CXXIF,0.29944,C21 Investments Inc.,Canada,0.123,0.537,-,38755380,47288550,118016170,11469210,0.1206957941618287,10946750,2418561,Drug Manufacturers - Specialty & Generic,"C21 Investments Inc., an integrated cannabis company, cultivates, processes, distributes, and sells cannabis and hemp-derived consumer products in the United States. The company offers CO2, live resin, distillate, CBD cured resin, and CBD CO2 vaporizer pens; live, cured, and CBD cured resin extracts; bulk and packaged flowers; edibles; pre-rolls; tinctures; and topicals. It also provides payroll and benefits services. The company was formerly known as Curlew Lake Resources Inc. and changed its name to C21 Investments Inc. in November 2017. C21 Investments Inc. was incorporated in 1987 and is headquartered in Vancouver, Canada."
CWBHF,0.725,"Charlotte's Web Holdings, Inc.",United States,0.052,0.97,-,114199800,168036140,159683950,2476274,0.1015821107584931,62774000,9810000,Drug Manufacturers - Specialty & Generic,"Charlotte's Web Holdings, Inc. engages in the farming, manufacturing, marketing, and sale of hemp-derived cannabidiol (CBD) and other botanical-based wellness products. Its product categories include full-spectrum hemp extract oil tinctures, such as liquid products; gummies; capsules; soft-gels; CBD topical creams and lotions; broad-spectrum botanical CBD; functional mushrooms; and pet products under the Charlotte's Web, CBD CLINIC, and CBD MEDIC brand names. The company's products contain naturally occurring phytocannabinoids, including CBD, cannabichromene (CBC), cannabigerol (CBG), cannabinol (CBN), terpenes, flavonoids, and other beneficial hemp compounds. It distributes its products through retail outlets, health care practitioners, and distributors, as well as online through its website and other third-party e-commerce sites. The company was formerly known as Stanley Brothers Holdings Inc. and changed its name to Charlotte's Web Holdings, Inc. in July 2018. Charlotte's Web Holdings, Inc. was founded in 2013 and is headquartered in Louisville, Colorado."
FPHAF,-,Faron Pharmaceuticals Oy,Finland,-,-,-,81266160,91535770,115783960,4738938,0.21099156384881318,26393404,15938751.47232038,,
CYYNF,0.22,Cynata Therapeutics Limited,Australia,0.08,0.22,-,58889540,55324092,241754370,32467806,0.08346616891957803,-,3323511.912597078,Biotechnology,"Cynata Therapeutics Limited, together with its subsidiaries, engages in the development and commercialization of proprietary induced pluripotent stem cell and mesenchymal stem cell technology under the Cymerus brand for human therapeutic use in Australia. The company's lead therapeutic product candidate is CYP-001, which has completed Phase 2 clinical trial for the treatment of graft versus host disease. It is also involved in the development of CYP-004, which is in Phase 3 clinical trial used for the treatment of osteoarthritis; CYP-006TK, a novel polymercoated silicon wound dressing for diabetic wounds; and Diabetic Foot Ulcer which has completed phase 1 trial for the treatment of non-healing wounds on the feet/lower limbs. Further, it develops Cohort 1 which has completed Phase 1/2 for the treatment of kidney transplant. Cynata Therapeutics Limited has a license arrangement with Fujifilm corporation. The company was formerly known as Eco Quest Limited and changed its name to Cynata Therapeutics Limited in October 2013. Cynata Therapeutics Limited was incorporated in 2003 and is based in Cremorne, Australia."
DVHGF,10.65,Devonian Health Group Inc.,Canada,0.0711,10.8,-,28236140,23471862,2765729,-,0.0065346243250875265,81439.52,4736236.141314035,Biotechnology,"Devonian Health Group Inc. engages in the development of botanical drugs. Its lead product candidate is Thykamine that is in phase 3 clinical trial for the treatment of Atopic dermatitis in adult population; in phase 2/3 clinical trial for Atopic dermatitis in pediatric population; in phase 2 clinical trial for HFS associated to chemotherapy; and in phase 2/3 clinical trial for Radiodermatitis associated to radiotherapy, as well as in phase 2a clinical trial for ulcerative colitis. The company also develops Pantoprazole Magnesium for the treatment of gastric reflux; Cleo-35 for the treatment of hormonal acne in women; R-Spinasome anti-aging cream, serum, and regenerating creams; and anti-aging products, including day, night, and eye creams under the Purgenesis name. Devonian Health Group Inc. is headquartered in Québec, Canada."
PEXXF,-,PT Tempo Scan Pacific Tbk,Indonesia,-,-,-,739937340,536402940,4509864400,29991125,0.001188904952195568,61614876,297008475.6296607,,
EAHGF,-,ECO Animal Health Group plc,United Kingdom,-,-,-,93288780,85271180,67759670,61105535,0.09945832116174212,6807881,25062201.60043037,,
PGBIF,-,"PegBio Co., Ltd.",China,-,-,-,2282103800,-,284300350,89328488,0.2420436937509555,11729086,46443138.51393794,,
SWDCF,2.776,Swedencare AB (publ),Sweden,2.5899,4.84,-,412307100,600228300,159840960,31072278,0.0061660165975731965,195955970,11187553.3581125,Packaged Foods,"Swedencare AB (publ), together with its subsidiaries, develops, manufactures, markets, and sells animal healthcare products for cats, dogs, and horses in North America, Europe, and internationally. The company offers animal nutritional supplements, treats, and grooming products under the Healthy Breeds name; pet supplements and topical products for various therapeutic areas, such as orthopedics, behavior, dermatology, odontostomatology, algology, gastroenterology, urology, nephrology, and ophthalmology under the Innovet name; and support and solutions for the veterinary community under the Stratford Animal Health name. It also provides pet health supplements under the NaturVet, VETCLASSICS, and NutriScience name; pet supplements, vitamins, dental care products, ear cleaners, pilling agents, and topicals under the Pet MD name; and vet-formulated pet care products under the VetWELL name. In addition, the company offers dental product for dogs and cats under the ProDen PlaqueOff name; pharmaceutical grade health products for dogs, cats, and horses under the nutravet name; range of products to improve the health and life of pets under the Animal Pharmaceuticals name; premium dog treat offerings, such as jerky and baked biscuit, as well as nutritional supplements for skin and coat health, ear care, and liver support under the Riley's Organics name; and Rx Vitamins for Pets. Further, it provides animal wellness and healthy aging neutraceuticals under the MedVant name; VetWorthy, a solution for specific animal needs and conditions; and Healthy Solutions for Pets, a solution to address a range of pet issues and needs. The company distributes its products through veterinarians and pet stores, as well as online. Swedencare AB (publ) was incorporated in 1993 and is headquartered in Malmö, Sweden."
RAONF,1.22,Racura Oncology Ltd,Australia,1.22,1.22,-,300148480,290499550,181666800,4754746,0.27887510938225857,-,8994205.607476635,,
PBIGF,0.2,Paradigm Biopharmaceuticals Limited,Australia,0.1338,0.3807,-,83738400,71867576,439254430,57848471,0.1062643818269018,3609.3196,11068927.866263,Biotechnology,"Paradigm Biopharmaceuticals Limited engages in the research and development of therapeutic products for human use in Australia. Its lead candidate is Zilosul, an injectable pentosan polysulfate sodium drugs for the treatment of osteoarthritis, mucopolysaccharidosis, ross river virus, chikungunya virus, chronic heart failure, allergic respiratory, and acute respiratory distress syndrome diseases. The company was incorporated in 2014 and is headquartered in Melbourne, Australia."
TGRNF,0.55,Tong Ren Tang Technologies Co. Ltd.,China,0.55,0.7,-,720322400,745837600,1280784000,113980721,0.027898537145998083,337102700,718518683.9570625,Drug Manufacturers - General,"Tong Ren Tang Technologies Co. Ltd., together with its subsidiaries, produces and distributes Chinese medicine products in Mainland China and Hong Kong. It operates through The Company; Tong Ren Tang Chinese Medicine; and Others segments. The company also develops, cultivates, processes, and purchases Chinese medicinal raw materials; retails and wholesales Chinese medicine products and healthcare products; and offers ointments, healthcare products, tea drinks, food, foot care products, biological products, western medicine, and cosmetics. In addition, it provides medical research and development; advertisement; and Chinese medical consultations and treatments. Further, the company produces and processes biochemical products; extracts and processes plants; and offers medical services. Tong Ren Tang Technologies Co. Ltd. was founded in 1669 and is based in Beijing, the People's Republic of China."
EZYMF,-,Enzymatica AB (publ),Sweden,-,-,-,53630080,50082770,242735100,34939445,0.0700806741149286,111115.21,3598916.436579606,,
FBSBF,-,4basebio PLC,United Kingdom,-,-,-,114899610,100489520,15477395,6288909,0.1378721585233633,21189744,35843307.34599759,,
MBGPF,0.99,Moberg Pharma AB (publ),Sweden,0.6916,1.135,-,52025616,26793960,47000628,26814703,0.0949841371265111,276647.56,25084992.82041479,Drug Manufacturers - Specialty & Generic,"Moberg Pharma AB (publ), a pharmaceutical company, develops and commercializes medical products primarily in Sweden. It offers MOB-015 for the treatment of nail fungus under the Terclara brand. The company was formerly known as Moberg Derma AB (publ) and changed its name to Moberg Pharma AB (publ) in May 2013. Moberg Pharma AB (publ) was incorporated in 2006 and is based in Bromma, Sweden."
ILPLF,-,Island Pharmaceuticals Limited,Australia,-,-,-,73884184,68763860,294766700,13604034,0.40500044031435,-,4583643.157403083,,
GRUSF,0.35,Grown Rogue International Inc.,United States,0.281,0.62067,-,93021250,98957830,249938980,-,0.1460598142794693,17369540,13094093,Drug Manufacturers - Specialty & Generic,"Grown Rogue International Inc., a craft cannabis company, focuses on premium flower and flower-derived products. It produces a range of cultivars for consumers, which are classified as indicas, sativas, and hybrids. The company sells its products through dispensaries. Grown Rogue International Inc. was incorporated in 1978 and is headquartered in Medford, Oregon."
HLTRF,3.362,HLS Therapeutics Inc.,Canada,2.7325,4.02,-,102699784,146725150,31273680,121140,0.006911530497481252,54090000,10778000,Drug Manufacturers - Specialty & Generic,"HLS Therapeutics Inc., a specialty pharmaceutical company, acquires and commercializes pharmaceutical products for the treatment of psychiatric disorders, central nervous system, and cardiovascular disease in Canada, the United States, and internationally. The company's lead products include Clozaril, an atypical antipsychotic for management of symptoms of treatment-resistant schizophrenia; and Vascepa, an icosapent ethyl capsules for cardiovascular disease. It also distributes MyCare psychiatry lab assays; and MyCare Insite, a point-of-care device to measure patient drug levels. In addition, the company holds royalty interest in Takeda's Obizur, which is a porcine recombinant Factor VIII for acquired Hemophilia A. HLS Therapeutics Inc. is headquartered in Etobicoke, Canada."
HOFBF,0.1666,Hofseth BioCare ASA,Norway,0.1,0.1666,-,57152956,81513360,411081020,84971791,0.33482626040904884,29840084,6652029.886017642,Packaged Foods,"Hofseth BioCare ASA produces and sells health nutritional products for humans and pets in Norway, the United Kingdom, France, Belgium, Italy, Germany, rest of Europe, Japan, Asia, and the United States. The company offers ProGo, a bioactive peptide for weight management and metabolic health; OmeGo, a salmon oil that provides a full spectrum of fatty acids and omegas; CalGo and NT-II, which are calcium collagen complexes that support joint and bone health; CollaGo; and PetGo, a non-soluble protein. Hofseth BioCare ASA was founded in 2000 and is headquartered in Ålesund, Norway."
HRPMF,-,Herantis Pharma Oyj,Finland,-,-,-,66884852,61545080,25932388,9333758,0.1207445685295161,29446.408,5369846.878680801,,
MTRLF,1.9,Matricelf Ltd,Israel,1.9,1.9,-,47299812,45928292,29244760,43638,0.2338879774055941,306701.1,1572102.966063953,Biotechnology,"Matricelf Ltd, a biotechnology company, develops a platform for autologous tissue engineering for various medical conditions. The company's regenerative medicine platform intends to cure a range of medical conditions, including spinal cord injuries, age-related macular degeneration, Parkinson's disease, and myocardial infarction, as well as for 3D bioprinting. Matricelf Ltd was incorporated in 2019 and is based in Ness Ziona, Israel."
MDDVF,0.3706,Medical Developments International Limited,Australia,0.3038,0.5076,-,35794850,25172806,112658320,20758076,0.16708387211583228,1223060,11261092.94722093,Drug Manufacturers - Specialty & Generic,"Medical Developments International Limited manufactures and distributes emergency medical solutions in Australia, Asia, Europe, the United States, and internationally. The company operates through Pain Management and Respiratory segments. It offers Penthrox, a trauma and emergency pain relief product for use in hospitals, emergency departments, ambulance services, sport medicines, and for analgesia during short procedures. The company also distributes asthma and chronic obstructive pulmonary disease products, such space chambers, peak flow meters, portable nebulisers, and silicon face mask. Medical Developments International Limited was founded in 1972 and is headquartered in Scoresby, Australia."
ITHUF,0.005,"iAnthus Capital Holdings, Inc.",Canada,0.003,0.01332,-,25441326,232550260,6972551700,75,0.04114737011721637,220962000,17209000,Drug Manufacturers - Specialty & Generic,"iAnthus Capital Holdings, Inc. owns and operates licensed cannabis cultivation, processing, and dispensary facilities in the United States. The company also develops, produces, and distributors of branded cannabis products under the MPX, Anthologie, Black Label, Cheetah, Frutful, Last Resort, Moodz, Sunshine State, and The Vault brand names. It offers cannabis flower and trims, such as packaged flowers and pre-rolls; cannabis infused products, including topical creams and edibles; vape cartridges, concentrates, live resins, wax products, oils, and tinctures. The company was formerly known as Ianthus Capital Management LLC and changed its name to iAnthus Capital Holdings, Inc. in August 2016. iAnthus Capital Holdings, Inc. was founded in 2014 and is headquartered in Toronto, Canada."
MAYNF,1.8,Mayne Pharma Group Limited,Australia,1.8,4.6,-,145706700,128067784,81245820,27294105,0.08624945131028083,28334556,45003669.84720091,Medical Distribution,"Mayne Pharma Group Limited, a specialty pharmaceutical company, focuses on the commercialization of women's health and dermatology pharmaceuticals in Australia, New Zealand, the United States, Canada, Europe, Asia, and internationally. It operates through three segments: Women's Health, Dermatology, and International. The company provides oral drug delivery systems, as well as contract development and manufacturing services to third-party customers. It also distributes specialty pharmaceutical products in the dermatology, women's health, and infectious disease therapeutic areas. The company was formerly known as Halcygen Pharmaceuticals Limited and changed its name to Mayne Pharma Group Limited in November 2010. Mayne Pharma Group Limited was incorporated in 2005 and is based in Salisbury South, Australia."
MVRBF,-,Medivir AB (publ),Sweden,-,-,-,73907960,61645748,538671200,26410520,0.2019649184153555,890659.56,12947149.12900009,,
ONPPF,0.265,Oncopeptides AB (publ),Sweden,0.265,0.265,-,56215070,63613604,272706370,37925854,0.007027679959803797,16208701,8934293.218170324,,
NICXF,0.3,Nicox S.A.,France,0.24,0.3,-,51637060,62403130,88130700,3645309,0,17487286,6719945.81861013,Biotechnology,"Nicox S.A., together with its subsidiaries, operates as an ophthalmology company in France and internationally. The company develops solutions to maintain vision and improve eye health. The company's lead product candidate is NCX 470, a novel nitric oxide (NO)-donating bimatoprost eye drop for lowering intraocular pressure in patients with open-angle glaucoma or ocular hypertension, which is in Phase 3 clinical trial. It also develops NCX 4251, a novel patented ophthalmic suspension of fluticasone propionate nanocrystals that is in Phase 2b clinical trial for the treatment of dry eye disease; and NCX 1728, a NO-donating phosphodiesterase-5 inhibitor, which is in preclinical evaluation. In addition, the company offers VYZULTA, a latanoprostene bunod ophthalmic solution to treat patients with open-angle glaucoma or ocular hypertension; and ZERVIATE, a cetirizine ophthalmic solution for the treatment of ocular itching related associated with allergic conjunctivitis. Nicox S.A. was founded in 1996 and is headquartered in Biot, France."
CBPHF,-,"Clover Biopharmaceuticals, Ltd.",China,-,-,-,346762270,293160930,1298037400,119574551,0.20519754473920881,1821354.2,55241418.78027332,,
CHIZF,0.2734,China Traditional Chinese Medicine Holdings Co. Limited,Hong Kong,0.2399,0.3454,-,1325971600,1481892700,5035801600,1374483333,0.0,502164740,722156646.519354,Drug Manufacturers - Specialty & Generic,"China Traditional Chinese Medicine Holdings Co. Limited, an investment holding company, engages in the research and development, production, and sale of traditional Chinese medicine (TCM) and pharmaceutical products in the People's Republic of China, Hong Kong, and internationally. It operates through four segments: Yi Fang, Tian Jiang, Tong Ji Tang, and Medi-World. The company manufactures, manages, and sells concentrated TCM granules, and TCM health care products and decoction pieces, as well as TCM finished drugs. It also provides Chinese medical related healthcare solutions, including Chinese medical consultation and diagnosis, TCM physiotherapy, and prescription with concentrated TCM granules, TCM decoction pieces, and TCM healthcare product through its offline medical institutions. In addition, the company is involved in the retail sale of pharmaceuticals and decoction pharmaceutical; trading of pharmaceutical product; investment of the TCM health industry; sale of medical herb; provision of marketing, advertising and consulting of TCM; and property leasing activities. It sells its products under the Yi Fang, Tian Jiang, Tong Ji Tang, Medi-world, De Zhong, and Feng Liao Xing brands through hospitals and retail pharmacies. The company was formerly known as China Traditional Chinese Medicine Co. Limited and changed its name to China Traditional Chinese Medicine Holdings Co. Limited in 2016. China Traditional Chinese Medicine Holdings Co. Limited was founded in 1955 and is based in Wan Chai, Hong Kong."
GNIIF,15.5,GNI Group Ltd.,Japan,12.02,19.88,-,1027117600,935934400,55671490,4905922,0.030491587740266182,34252916,134719624.079832,Biotechnology,"GNI Group Ltd. engages in the research, development, manufacture, and sale of pharmaceutical drugs in Japan and internationally. The company offers Etuary for the treatment of idiopathic pulmonary fibrosis. It is also developing Etuary, which is in Phase III clinical trial for the treatment of connective tissue-associated interstitial lung disease; and in clinical trial pre-phase III clinical trial pilot study for the treatment of radiation pneumonitis, as well as for the treatment of diabetic nephropathy. In addition, the company is involved in developing F351, which is in Phase III clinical trial for the treatment of liver fibrosis; and F573, which is in phase II for the treatment of acute chronic liver failure. Further, it is developing F528, which is in Phase 2 clinical trial for Chronic Obstructive Pulmonary Disease; and F230, which is in clinical trial for Pulmonary Arterial Hypertension. GNI Group Ltd. was incorporated in 2001 and is headquartered in Tokyo, Japan."
OXNXF,-,Valerio Therapeutics Société anonyme,France,-,-,-,84919390,109481870,488847870,396987,0,26888104,3107184.92343934,,
