Symbol,Company_Name,Asset_Name,Highest_Phase,Market_Status,Active_Trial_Count,Next_Catalyst_Date,Mechanism_of_Action,Therapeutic_Area,Detailed_Conditions,Trial_NCTIds
ULIHF,The United Laboratories International Holdings Limited,Clemastine Fumarate,PHASE2,Marketed,1,Passed,H1 antagonist,Neurology/CNS,Multiple Sclerosis (MS); Multiple Sclerosis; Relapsing-Remitting; Primary Progressive; Chronic Progressive; Multiple Sclerosis Relapse; Multiple Sclerosis Brain Lesion; Multiple Sclerosis Benign,NCT05359653
ULIHF,The United Laboratories International Holdings Limited,Combination of Palbociclib and aromatase inhibitor (Letrozole or Anastrozole),PHASE2,Marketed,1,Passed,CDK4/6 inhibitor,"Metabolic/Endocrinology, Others",Hormonal Receptors Positive; HER2 Negative; Advanced Breast Cancer,NCT05190094
ULIHF,The United Laboratories International Holdings Limited,Cord blood transplantation + conditioning + granulocytes of variable days according to study design,PHASE2,Investigational,1,2028-12-31,Cellular therapy,"Hematology, Others",Acute Myeloid Leukemia; Stem Cell Transplantation; Hematopoietic; Cord Blood Stem Cell Transplantation; Cellular Therapy,NCT07372885
ULIHF,The United Laboratories International Holdings Limited,Cyclobenzaprine HCl,PHASE2,Marketed,1,Passed,Skeletal muscle relaxant,"Neurology/CNS, Pain",Acute Stress Reaction; Acute Stress Disorder; Neurocognitive Function; Post-traumatic Stress,NCT06636786
ULIHF,The United Laboratories International Holdings Limited,Cytarabine,PHASE2,Marketed,1,Passed,DNA synthesis inhibitor,"Hematology, Others",Mantle Cell Lymphoma,NCT04626791
ULIHF,The United Laboratories International Holdings Limited,DC1 Vaccine,PHASE2,Investigational,1,Passed,Cancer vaccine,"Immunology, Others",Breast Cancer Female; Breast Cancer; Male; Breast Cancer Stage I; Breast Cancer Stage II; Breast Cancer Stage III; Residual Disease; HER2-positive Breast Cancer; HER2 Positive Breast Carcinoma,NCT03384914
ULIHF,The United Laboratories International Holdings Limited,DFMO,PHASE2,Investigational,1,2027-01-04,Ornithine decarboxylase inhibitor,Others,Prostate Cancer,NCT06059118
ULIHF,The United Laboratories International Holdings Limited,Dacarbazine,PHASE2,Marketed,1,Passed,DNA alkylator,"Hematology, Others",Ann Arbor Stage I Hodgkin Lymphoma; Ann Arbor Stage IA Hodgkin Lymphoma; Ann Arbor Stage IB Hodgkin Lymphoma; Ann Arbor Stage II Hodgkin Lymphoma; Ann Arbor Stage IIA Hodgkin Lymphoma; Ann Arbor Stage IIB Hodgkin Lymphoma; Classic Hodgkin Lymphoma,NCT03233347
ULIHF,The United Laboratories International Holdings Limited,Daratumumab,PHASE2,Marketed,1,Passed,CD38 antibody,"Hematology, Others",Recurrent Plasma Cell Myeloma; Refractory Plasma Cell Myeloma,NCT04756401
ULIHF,The United Laboratories International Holdings Limited,Degarelix,PHASE2,Marketed,1,2026-12-31,GnRH antagonist,"Metabolic/Endocrinology, Others",Prostate Cancer,NCT04989946
ULIHF,The United Laboratories International Holdings Limited,Dendritic Cell Fusion Vaccine,PHASE2,Investigational,1,Passed,Cancer vaccine,"Hematology, Others",Multiple Myeloma,NCT01067287
ULIHF,The United Laboratories International Holdings Limited,Denosumab,PHASE2,Marketed,1,2032-05-31,RANKL inhibitor,Others,Hormone Receptor Positive HER-2 Negative Metastatic Breast Cancer,NCT06374459
ULIHF,The United Laboratories International Holdings Limited,Doxazosin Mesylate,PHASE2,Marketed,1,Passed,Alpha-1 blocker,Neurology/CNS,Stress Disorders; Post-Traumatic,NCT03339258
ULIHF,The United Laboratories International Holdings Limited,Doxorubicin,PHASE2,Marketed,1,Passed,Topoisomerase inhibitor,"Hematology, Others",Ann Arbor Stage I Hodgkin Lymphoma; Ann Arbor Stage IA Hodgkin Lymphoma; Ann Arbor Stage IB Hodgkin Lymphoma; Ann Arbor Stage II Hodgkin Lymphoma; Ann Arbor Stage IIA Hodgkin Lymphoma; Ann Arbor Stage IIB Hodgkin Lymphoma; Classic Hodgkin Lymphoma,NCT03233347
ULIHF,The United Laboratories International Holdings Limited,Doxorubicin Hydrochloride,PHASE2,Marketed,1,Passed,DNA synthesis inhibitor,"Hematology, Others",Mantle Cell Lymphoma,NCT04626791
ULIHF,The United Laboratories International Holdings Limited,Enfortumab vedotin,PHASE2,Marketed,1,2028-09-01,Antibody-drug conjugate (ADC),"Urology/Nephrology, Others",Metastatic Urothelial Carcinoma; Unresectable Urothelial Carcinoma; Advanced Urothelial Carcinoma,NCT07221942
ULIHF,The United Laboratories International Holdings Limited,Epcoritamab,PHASE2,Marketed,1,2029-12-31,CD20 antibody,"Hematology, Others",Diffuse Large B-Cell Lymphoma; Not Otherwise Specified; Primary Mediastinal Large B-Cell Lymphoma; Transformed Indolent B-Cell Non-Hodgkin Lymphoma to Diffuse Large B-Cell Lymphoma,NCT06238648
ULIHF,The United Laboratories International Holdings Limited,Erenumab-Aooe,PHASE2,Marketed,1,2026-11-30,CGRP antagonist,"Neurology/CNS, Pain",Schwannomatosis; Schwannomas; Pain; Chronic,NCT05684692
ULIHF,The United Laboratories International Holdings Limited,Etoposide,PHASE2,Marketed,1,Passed,Topoisomerase inhibitor,"Hematology, Others",Recurrent B-Cell Non-Hodgkin Lymphoma; Recurrent Diffuse Large B-Cell Lymphoma; Recurrent Primary Mediastinal (Thymic) Large B-Cell Lymphoma; Recurrent Transformed Non-Hodgkin Lymphoma; Refractory B-Cell Non-Hodgkin Lymphoma; Refractory Diffuse Large B-Cell Lymphoma; Refractory Primary Mediastinal (Thymic) Large B-Cell Lymphoma; Refractory Transformed Non-Hodgkin Lymphoma,NCT02628405
ULIHF,The United Laboratories International Holdings Limited,Evolocumab,PHASE2,Investigational,1,2026-10-01,PCSK9 inhibitor,"Cardiovascular, Others",Metastatic Renal Cell Carcinoma,NCT06284564
ULIHF,The United Laboratories International Holdings Limited,Exemestane,PHASE2,Marketed,1,2027-09-01,Aromatase inhibitor,"Metabolic/Endocrinology, Others",ER+ Breast Cancer; HER2-negative Breast Cancer,NCT04985266
ULIHF,The United Laboratories International Holdings Limited,FLT PET/CT,PHASE2,Investigational,1,2026-12-31,Unknown,Others,Prostate Cancer,NCT04989946
ULIHF,The United Laboratories International Holdings Limited,Fianlimab,PHASE2,Investigational,1,2026-12-31,PD-1 antibody,Others,Prostate Cancer,NCT04989946
ULIHF,The United Laboratories International Holdings Limited,Filler Product,PHASE2,Investigational,1,2027-12-02,Unknown,"Dermatology, Others",Wounds and Injuries,NCT01964859
ULIHF,The United Laboratories International Holdings Limited,Fisetin,PHASE2,Investigational,1,Passed,Unknown,"Musculoskeletal, Others",Femoroacetabular Impingement,NCT05025956
ULIHF,The United Laboratories International Holdings Limited,GGTA1 KO Thymokidney,PHASE2,Investigational,1,2029-03-31,Unknown,"Urology/Nephrology, Immunology",ESRD (End-Stage Renal Disease); Kidney Transplantation; Xenotransplantation,NCT07224763
ULIHF,The United Laboratories International Holdings Limited,GM-CSF,PHASE2,Marketed,1,2028-12-31,GM-CSF,"Others, Immunology",Neuroblastoma,NCT06450041
ULIHF,The United Laboratories International Holdings Limited,Hydrocortisone,PHASE2,Marketed,1,Passed,Glucocorticoid,"Others, Metabolic/Endocrinology",Prostate Cancer,NCT00859781
ULIHF,The United Laboratories International Holdings Limited,Ibrutinib,PHASE2,Marketed,1,2026-03-31,BTK inhibitor,"Hematology, Others",Mantle Cell Lymphoma,NCT04802590
ULIHF,The United Laboratories International Holdings Limited,Infusion of-10 mg/kg Infliximab,PHASE2,Marketed,1,2026-07-31,TNF inhibitor,"Gastroenterology, Immunology",Acute Pancreatitis,NCT03684278
ULIHF,The United Laboratories International Holdings Limited,Infusion of-5 mg/kg Infliximab,PHASE2,Marketed,1,2026-07-31,TNF inhibitor,"Gastroenterology, Immunology",Acute Pancreatitis,NCT03684278
ULIHF,The United Laboratories International Holdings Limited,Inhaled Treprostinil (Tyvaso Nebulizer),PHASE2,Marketed,1,2027-07-01,Prostacyclin analog,Respiratory,COPD (Chronic Obstructive Pulmonary Disease); Hypoxemia,NCT07037836
ULIHF,The United Laboratories International Holdings Limited,Iodine-124,PHASE2,Investigational,1,2026-03-31,Unknown,Others,Thyroid Cancer,NCT06961084
ULIHF,The United Laboratories International Holdings Limited,Irinotecan Sucrosofate,PHASE2,Investigational,1,Passed,Topoisomerase I inhibitor,"Others, Gastroenterology",Metastatic Biliary Tract Carcinoma; Metastatic Colorectal Carcinoma; Metastatic Gastroesophageal Junction Adenocarcinoma; Metastatic Malignant Digestive System Neoplasm; Metastatic Pancreatic Adenocarcinoma; Stage IV Colorectal Cancer AJCC v7; Stage IV Pancreatic Cancer AJCC v6 and v7; Stage IVA Colorectal Cancer AJCC v7; Stage IVB Colorectal Cancer AJCC v7,NCT03337087
ULIHF,The United Laboratories International Holdings Limited,Ketamine,PHASE2,Marketed,1,2026-06-01,NMDA receptor antagonist,"Neurology/CNS, Pain",Multiple Sclerosis Fatigue,NCT05378100
ULIHF,The United Laboratories International Holdings Limited,Ketoconazole,PHASE2,Marketed,1,Passed,Antifungal; CYP enzyme inhibitor,"Others, Infectious Diseases",Prostate Cancer,NCT00859781
ULIHF,The United Laboratories International Holdings Limited,L-citrulline,PHASE2,Investigational,1,2028-10-31,Nitric oxide pathway modulator,Respiratory,Post Deployment Related Asthma; Asthma,NCT05259904
ULIHF,The United Laboratories International Holdings Limited,Lenvatinib,PHASE2,Marketed,1,Passed,Multi-kinase inhibitor,Others,Locally Advanced Hepatocellular Carcinoma; Metastatic Hepatocellular Carcinoma; Stage III Hepatocellular Carcinoma AJCC v8; Stage IIIA Hepatocellular Carcinoma AJCC v8; Stage IIIB Hepatocellular Carcinoma AJCC v8; Stage IV Hepatocellular Carcinoma AJCC v8; Stage IVA Hepatocellular Carcinoma AJCC v8; Stage IVB Hepatocellular Carcinoma AJCC v8; Unresectable Hepatocellular Carcinoma,NCT05168163
ULIHF,The United Laboratories International Holdings Limited,Letrozole,PHASE2,Marketed,1,2027-09-01,Aromatase inhibitor,"Metabolic/Endocrinology, Others",ER+ Breast Cancer; HER2-negative Breast Cancer,NCT04985266
ULIHF,The United Laboratories International Holdings Limited,Leucovorin,PHASE2,Marketed,1,2029-03-30,Folic acid antagonist,"Gastroenterology, Others",Clinical Stage II Esophageal Adenocarcinoma AJCC v8; Clinical Stage III Esophageal Adenocarcinoma AJCC v8; Clinical Stage III Gastroesophageal Junction Adenocarcinoma AJCC v8; Clinical Stage IV Esophageal Adenocarcinoma AJCC v8; Clinical Stage IV Gastroesophageal Junction Adenocarcinoma AJCC v8; Locally Advanced Esophageal Adenocarcinoma; Locally Advanced Gastroesophageal Junction Adenocarcinoma; Metastatic Esophageal Adenocarcinoma; Metastatic Gastroesophageal Junction Adenocarcinoma; Unresectable Esophageal Adenocarcinoma; Unresectable Gastroesophageal Junction Adenocarcinoma,NCT05651594
ULIHF,The United Laboratories International Holdings Limited,Leucovorin Calcium,PHASE2,Marketed,1,Passed,Folic acid antagonist,"Gastroenterology, Others",Metastatic Biliary Tract Carcinoma; Metastatic Colorectal Carcinoma; Metastatic Gastroesophageal Junction Adenocarcinoma; Metastatic Malignant Digestive System Neoplasm; Metastatic Pancreatic Adenocarcinoma; Stage IV Colorectal Cancer AJCC v7; Stage IV Pancreatic Cancer AJCC v6 and v7; Stage IVA Colorectal Cancer AJCC v7; Stage IVB Colorectal Cancer AJCC v7,NCT03337087
ULIHF,The United Laboratories International Holdings Limited,Leukocyte-Poor Platelet Rich Plasma (LP-PRP),PHASE2,Investigational,1,Passed,Autologous platelet concentrate,"Musculoskeletal, Others",Osteoarthritis; Knee,NCT04205656
ULIHF,The United Laboratories International Holdings Limited,Levoleucovorin Calcium,PHASE2,Investigational,1,Passed,Unknown,"Neurology/CNS, Others",Autism Spectrum Disorder; Language Disorders,NCT04060017
ULIHF,The United Laboratories International Holdings Limited,Linaclotide,PHASE2,Marketed,1,2026-06-30,Guanylate cyclase-C agonist,"Gastroenterology, Others",Colorectal Adenoma; Stage 0 Colorectal Cancer AJCC v8; Stage I Colorectal Cancer AJCC v8; Stage II Colorectal Cancer AJCC v8; Stage IIA Colorectal Cancer AJCC v8; Stage IIB Colorectal Cancer AJCC v8; Stage IIC Colorectal Cancer AJCC v8; Stage III Colorectal Cancer AJCC v8; Stage IIIA Colorectal Cancer AJCC v8; Stage IIIB Colorectal Cancer AJCC v8; Stage IIIC Colorectal Cancer AJCC v8,NCT03796884
ULIHF,The United Laboratories International Holdings Limited,Lofexidine,PHASE2,Marketed,1,Passed,Alpha-2 adrenergic receptor agonist,"Neurology/CNS, Others",Post Traumatic Stress Disorder; Opioid-use Disorder,NCT04360681
ULIHF,The United Laboratories International Holdings Limited,Luteinizing hormone-releasing hormone (LHRH) analogue,PHASE2,Marketed,1,2027-01-04,GnRH agonist,"Others, Urology/Nephrology",Prostate Cancer,NCT06059118
ULIHF,The United Laboratories International Holdings Limited,Mercaptopurine,PHASE2,Marketed,1,2028-12-31,Purine analog antimetabolite,"Others, Hematology",Lymphoblastic Leukemia,NCT05848687
ULIHF,The United Laboratories International Holdings Limited,Mesenchymal Stromal Cells,PHASE2,Investigational,1,2026-09-28,Mesenchymal stem cell therapy,"Ophthalmology, Others",Corneal Ulcer,NCT05705024
ULIHF,The United Laboratories International Holdings Limited,Metformin + Standard of Care,PHASE2,Investigational,1,2027-11-30,"Biguanide, unknown for FSGS","Metabolic/Endocrinology, Urology/Nephrology",Focal Segmental Glomerulosclerosis,NCT06090227
ULIHF,The United Laboratories International Holdings Limited,Methotrexate,PHASE2,Marketed,1,2028-12-31,Antimetabolite,"Others, Hematology",Lymphoblastic Leukemia,NCT05848687
ULIHF,The United Laboratories International Holdings Limited,Midazolam,PHASE2,Marketed,1,2026-06-01,GABA-A receptor modulator,"Neurology/CNS, Others",Multiple Sclerosis Fatigue,NCT05378100
ULIHF,The United Laboratories International Holdings Limited,Mitoxantrone,PHASE2,Marketed,1,2028-12-31,Topoisomerase II inhibitor,"Others, Hematology",Lymphoblastic Leukemia,NCT05848687
ULIHF,The United Laboratories International Holdings Limited,Multi-epitope Folate Receptor Alpha Peptide Vaccine,PHASE2,Investigational,1,Passed,Cancer vaccine,"Others, Immunology",Bilateral Breast Carcinoma; Breast Inflammatory Carcinoma; Stage IB Breast Cancer AJCC v7; Stage II Breast Cancer AJCC v6 and v7; Stage IIA Breast Cancer AJCC v6 and v7; Stage IIB Breast Cancer AJCC v6 and v7; Stage III Breast Cancer AJCC v7; Stage IIIA Breast Cancer AJCC v7; Stage IIIB Breast Cancer AJCC v7; Stage IIIC Breast Cancer AJCC v7; Triple-Negative Breast Carcinoma; Unilateral Breast Carcinoma,NCT03012100
ULIHF,The United Laboratories International Holdings Limited,MultiStem,PHASE2,Investigational,1,Passed,Stem cell therapy,"Others, Others",Trauma; Adult Stem Cells,NCT04533464
ULIHF,The United Laboratories International Holdings Limited,N-Acetyl cysteine,PHASE2,Investigational,1,Passed,Antioxidant,"Neurology/CNS, Others",Neurofibromatosis 1,NCT04481048
ULIHF,The United Laboratories International Holdings Limited,N-acetyl cysteine,PHASE2,Investigational,1,2027-02-28,Antioxidant,"Neurology/CNS, Others",Multiple Sclerosis; Primary Progressive; Secondary Progressive,NCT05122559
ULIHF,The United Laboratories International Holdings Limited,NTX-001,PHASE2,Investigational,1,2027-10-01,Unknown,"Neurology/CNS, Others",Peripheral Nerve Injuries,NCT04789044
ULIHF,The United Laboratories International Holdings Limited,Neuromuscular Blocking Agents,PHASE2,Investigational,1,2026-08-31,Neuromuscular blocking agent,"Respiratory, Others",Respiratory Distress Syndrome; Adult,NCT04545424
ULIHF,The United Laboratories International Holdings Limited,Niraparib,PHASE2,Marketed,1,2027-06-30,PARP inhibitor,Others,Ovarian Cancer Recurrent,NCT05990192
ULIHF,The United Laboratories International Holdings Limited,Oxaliplatin,PHASE2,Investigational,1,2029-03-30,DNA crosslinking agent,"Infectious Diseases, Others",Clinical Stage II Esophageal Adenocarcinoma AJCC v8; Clinical Stage III Esophageal Adenocarcinoma AJCC v8; Clinical Stage III Gastroesophageal Junction Adenocarcinoma AJCC v8; Clinical Stage IV Esophageal Adenocarcinoma AJCC v8; Clinical Stage IV Gastroesophageal Junction Adenocarcinoma AJCC v8; Locally Advanced Esophageal Adenocarcinoma; Locally Advanced Gastroesophageal Junction Adenocarcinoma; Metastatic Esophageal Adenocarcinoma; Metastatic Gastroesophageal Junction Adenocarcinoma; Unresectable Esophageal Adenocarcinoma; Unresectable Gastroesophageal Junction Adenocarcinoma,NCT05651594
ULIHF,The United Laboratories International Holdings Limited,PEG asparaginase,PHASE2,Investigational,1,2028-12-31,Asparaginase,"Hematology, Others",Lymphoblastic Leukemia,NCT05848687
ULIHF,The United Laboratories International Holdings Limited,PT150,PHASE2,Investigational,1,2029-03-01,Unknown,"Neurology/CNS, Neurology/CNS",PTSD - Post Traumatic Stress Disorder,NCT07187011
ULIHF,The United Laboratories International Holdings Limited,Palbociclib-125Mg Tab,PHASE2,Investigational,1,2027-09-01,CDK4/6 inhibitor,Others,ER+ Breast Cancer; HER2-negative Breast Cancer,NCT04985266
ULIHF,The United Laboratories International Holdings Limited,Palmidrol,PHASE2,Investigational,1,Passed,Endocannabinoid system modulator,"Others, Hematology",Chemotherapy-Induced Peripheral Neuropathy; Hematopoietic and Lymphoid Cell Neoplasm; Malignant Solid Neoplasm,NCT05246670
ULIHF,The United Laboratories International Holdings Limited,Paxalisib,PHASE2,Investigational,1,2029-01-19,PI3K inhibitor,"Others, Neurology/CNS",Malignant Primary Gliomas; Glioblastoma Multiforme (GBM),NCT07391215
ULIHF,The United Laboratories International Holdings Limited,Pembrolizumab (200mg IV for-30 minutes,PHASE2,Investigational,1,2026-12-31,PD-1 antibody,Others,Breast Cancer,NCT03804944
ULIHF,The United Laboratories International Holdings Limited,Pertuzumab,PHASE2,Investigational,1,2026-08-15,HER2 antibody,Others,Anatomic Stage I Breast Cancer AJCC v8; Anatomic Stage II Breast Cancer AJCC v8; Anatomic Stage III Breast Cancer AJCC v8,NCT04329065
ULIHF,The United Laboratories International Holdings Limited,Placebos,PHASE2,Investigational,1,2027-01-14,Placebo,"Musculoskeletal, Others",Anterior Cruciate Ligament Reconstruction,NCT03552705
ULIHF,The United Laboratories International Holdings Limited,Prednisone,PHASE2,Investigational,1,Passed,Glucocorticoid,"Immunology, Others",Mantle Cell Lymphoma,NCT04626791
ULIHF,The United Laboratories International Holdings Limited,Propranolol,PHASE2,Investigational,1,2028-11-30,Beta-blocker,"Neurology/CNS, Cardiovascular",Autism Spectrum Disorder; Challenging Behaviour; Aggression; Severe Disruptive Behaviour Disorders; Self-injury,NCT07091279
ULIHF,The United Laboratories International Holdings Limited,Psilocybin (Usona Institute),PHASE2,Investigational,1,2028-03-01,Serotonin receptor agonist,"Neurology/CNS, Neurology/CNS",Spinal Cord Injury; Depression - Major Depressive Disorder; Veteran,NCT07251491
ULIHF,The United Laboratories International Holdings Limited,Ramucirumab,PHASE2,Investigational,1,Passed,VEGFR2 antibody,"Others, Gastroenterology",Clinical Stage III Gastric Cancer AJCC v8; Clinical Stage III Gastroesophageal Junction Adenocarcinoma AJCC v8; Clinical Stage IV Gastric Cancer AJCC v8; Clinical Stage IV Gastroesophageal Junction Adenocarcinoma AJCC v8; Clinical Stage IVA Gastric Cancer AJCC v8; Clinical Stage IVA Gastroesophageal Junction Adenocarcinoma AJCC v8; Clinical Stage IVB Gastric Cancer AJCC v8; Clinical Stage IVB Gastroesophageal Junction Adenocarcinoma AJCC v8; Locally Advanced Unresectable Gastric Adenocarcinoma; Locally Advanced Unresectable Gastroesophageal Junction Adenocarcinoma; Metastatic Gastric Adenocarcinoma; Metastatic Gastroesophageal Junction Adenocarcinoma; Pathologic Stage III Gastric Cancer AJCC v8; Pathologic Stage III Gastroesophageal Junction Adenocarcinoma AJCC v8; Pathologic Stage IIIA Gastric Cancer AJCC v8; Pathologic Stage IIIA Gastroesophageal Junction Adenocarcinoma AJCC v8; Pathologic Stage IIIB Gastric Cancer AJCC v8; Pathologic Stage IIIB Gastroesophageal Junction Adenocarcinoma AJCC v8; Pathologic Stage IIIC Gastric Cancer AJCC v8; Pathologic Stage IV Gastric Cancer AJCC v8; Pathologic Stage IV Gastroesophageal Junction Adenocarcinoma AJCC v8; Pathologic Stage IVA Gastroesophageal Junction Adenocarcinoma AJCC v8; Pathologic Stage IVB Gastroesophageal Junction Adenocarcinoma AJCC v8; Postneoadjuvant Therapy Stage III Gastric Cancer AJCC v8; Postneoadjuvant Therapy Stage III Gastroesophageal Junction Adenocarcinoma AJCC v8; Postneoadjuvant Therapy Stage IIIA Gastroesophageal Junction Adenocarcinoma AJCC v8; Postneoadjuvant Therapy Stage IIIB Gastroesophageal Junction Adenocarcinoma AJCC v8; Postneoadjuvant Therapy Stage IV Gastric Cancer AJCC v8; Postneoadjuvant Therapy Stage IV Gastroesophageal Junction Adenocarcinoma AJCC v8; Postneoadjuvant Therapy Stage IVA Gastroesophageal Junction Adenocarcinoma AJCC v8; Postneoadjuvant Therapy Stage IVB Gastroesophageal Junction Adenocarcinoma AJCC v8,NCT04660760
ULIHF,The United Laboratories International Holdings Limited,Recombinant human growth hormone,PHASE2,Investigational,1,2026-07-31,Growth hormone,"Metabolic/Endocrinology, Others",Gulf War Syndrome; Adult Growth Hormone Deficiency,NCT05355272
ULIHF,The United Laboratories International Holdings Limited,Retifanlimab,PHASE2,Investigational,1,2026-11-30,PD-1 antibody,"Others, Neurology/CNS",Recurrent Glioblastoma; Recurrent WHO Grade 4 Glioma,NCT06160206
ULIHF,The United Laboratories International Holdings Limited,Rituximab and Hyaluronidase Human,PHASE2,Investigational,1,Passed,CD20 antibody,"Immunology, Others",Mantle Cell Lymphoma,NCT04626791
ULIHF,The United Laboratories International Holdings Limited,Roginolisib,PHASE2,Investigational,1,2028-10-01,mTOR inhibitor,"Others, Hematology",Leukemia; Relapsed Leukemia; Chronic Lymphocytic Leukemia; Relapsed Cancer; Refractory Leukemia,NCT06644183
ULIHF,The United Laboratories International Holdings Limited,Ropivacaine,PHASE2,Investigational,1,2027-03-31,Local anesthetic,"Neurology/CNS, Pain",Stress Disorders; Post-Traumatic,NCT05889741
ULIHF,The United Laboratories International Holdings Limited,Rucaparib,PHASE2,Investigational,1,Passed,PARP inhibitor,"Others, Gastroenterology",Metastatic Biliary Tract Carcinoma; Metastatic Colorectal Carcinoma; Metastatic Gastroesophageal Junction Adenocarcinoma; Metastatic Malignant Digestive System Neoplasm; Metastatic Pancreatic Adenocarcinoma; Stage IV Colorectal Cancer AJCC v7; Stage IV Pancreatic Cancer AJCC v6 and v7; Stage IVA Colorectal Cancer AJCC v7; Stage IVB Colorectal Cancer AJCC v7,NCT03337087
ULIHF,The United Laboratories International Holdings Limited,SX-682,PHASE2,Investigational,1,2029-10-31,CXCR2 antagonist,"Others, Urology/Nephrology",Metastatic Castrate-Resistant Prostate Cancer (mCRPC),NCT07002320
ULIHF,The United Laboratories International Holdings Limited,Selinexor,PHASE2,Marketed,1,Passed,Exportin 1 (XPO1) inhibitor,"Hematology, Others",Recurrent Plasma Cell Myeloma; Refractory Plasma Cell Myeloma,NCT04756401
ULIHF,The United Laboratories International Holdings Limited,Selpercatinib Monotherapy,PHASE2,Marketed,1,2030-11-01,RET kinase inhibitor,Others,Differentiated Thyroid Cancer; Pediatric Cancer; Cancer; Thyroid,NCT06458036
ULIHF,The United Laboratories International Holdings Limited,Semaglutide Injection (Ozempic®),PHASE2,Marketed,1,Passed,GLP-1 receptor agonist,Metabolic/Endocrinology,Type 2 Diabetes Mellitus (T2DM),NCT07163624
ULIHF,The United Laboratories International Holdings Limited,Sildenafil,PHASE2,Investigational,1,2026-09-01,PDE5 inhibitor,"Cardiovascular, Dermatology",Scleroderma; Mildly Elevated Pulmonary Pressures,NCT04797286
ULIHF,The United Laboratories International Holdings Limited,Siltuximab,PHASE2,Investigational,1,2026-11-30,IL-6 inhibitor,"Neurology/CNS, Pain",Schwannomatosis; Schwannomas; Pain; Chronic,NCT05684692
ULIHF,The United Laboratories International Holdings Limited,Smallpox and Mpox Vaccine,PHASE2,Marketed,1,Passed,Vaccine,Infectious Diseases,Smallpox,NCT04957485
ULIHF,The United Laboratories International Holdings Limited,Sterile saline,PHASE2,Investigational,1,2027-09-30,Unknown,Neurology/CNS,Traumatic Brain Injury,NCT06282965
ULIHF,The United Laboratories International Holdings Limited,Tafasitamab,PHASE2,Marketed,1,2029-12-30,CD19 antibody,"Hematology, Others",Recurrent Mantle Cell Lymphoma; Refractory Mantle Cell Lymphoma,NCT05910801
ULIHF,The United Laboratories International Holdings Limited,Tamoxifen,PHASE2,Marketed,1,2027-09-01,SERM (Selective Estrogen Receptor Modulator),Others,ER+ Breast Cancer; HER2-negative Breast Cancer,NCT04985266
ULIHF,The United Laboratories International Holdings Limited,Tecovirimat,PHASE2,Marketed,1,Passed,Viral DNA polymerase inhibitor,Infectious Diseases,Smallpox,NCT04957485
ULIHF,The United Laboratories International Holdings Limited,Tesamorelin-2 Milligrams (MG),PHASE2,Investigational,1,2027-12-31,GHRH analogue,Metabolic/Endocrinology,Peripheral Nerve Injuries,NCT03150511
ULIHF,The United Laboratories International Holdings Limited,Testosterone cypionate,PHASE2,Marketed,1,2026-07-31,Androgen receptor antagonist,"Metabolic/Endocrinology, Others",Castration Resistant Metastatic Prostate Cancer,NCT04363164
ULIHF,The United Laboratories International Holdings Limited,Testosterone enanthate,PHASE2,Marketed,1,2026-07-31,Androgen receptor antagonist,"Metabolic/Endocrinology, Others",Castration Resistant Metastatic Prostate Cancer,NCT04363164
ULIHF,The United Laboratories International Holdings Limited,Trastuzumab,PHASE2,Marketed,1,2026-08-15,HER2 antibody,Others,Anatomic Stage I Breast Cancer AJCC v8; Anatomic Stage II Breast Cancer AJCC v8; Anatomic Stage III Breast Cancer AJCC v8,NCT04329065
ULIHF,The United Laboratories International Holdings Limited,Treprostinil,PHASE2,Investigational,1,Passed,Prostacyclin analogue,"Urology/Nephrology, Others",Ischemia Reperfusion Injury; Delayed Graft Function,NCT04005469
ULIHF,The United Laboratories International Holdings Limited,Universal Donor (UD) TGFβi NK Cells,PHASE2,Investigational,1,2028-12-31,CAR-T cell therapy,"Immunology, Others",Neuroblastoma,NCT06450041
ULIHF,The United Laboratories International Holdings Limited,Vasopressin,PHASE2,Marketed,1,2027-03-31,Vasopressin receptor agonist,Cardiovascular,Trauma; Hemorrhage,NCT05958342
ULIHF,The United Laboratories International Holdings Limited,Venetoclax-10 MG Oral Tablet [Venclexta],PHASE2,Marketed,1,2026-03-31,Bcl-2 inhibitor,"Hematology, Others",Mantle Cell Lymphoma,NCT04802590
ULIHF,The United Laboratories International Holdings Limited,Venetoclax-100 MG Oral Tablet [Venclexta],PHASE2,Marketed,1,2026-03-31,Bcl-2 inhibitor,"Hematology, Others",Mantle Cell Lymphoma,NCT04802590
ULIHF,The United Laboratories International Holdings Limited,Venetoclax-50 MG Oral Tablet [Venclexta],PHASE2,Marketed,1,2026-03-31,Bcl-2 inhibitor,"Hematology, Others",Mantle Cell Lymphoma,NCT04802590
ULIHF,The United Laboratories International Holdings Limited,Vinblastine,PHASE2,Marketed,1,Passed,Microtubule inhibitor,"Hematology, Others",Ann Arbor Stage I Hodgkin Lymphoma; Ann Arbor Stage IA Hodgkin Lymphoma; Ann Arbor Stage IB Hodgkin Lymphoma; Ann Arbor Stage II Hodgkin Lymphoma; Ann Arbor Stage IIA Hodgkin Lymphoma; Ann Arbor Stage IIB Hodgkin Lymphoma; Classic Hodgkin Lymphoma,NCT03233347
